eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,63236,63328,96,1232.8,1950.6,1851.2,1025.1,12.8,482
L,63564,63584,24,1800.2,1022.0,1530.0,977.0,2.5,143
L,63896,63944,52,1434.2,1011.1,2416.2,1038.3,8.9,214
L,64116,64140,28,2538.2,1032.9,2861.0,984.6,3.0,132
L,64296,64348,56,2948.2,979.0,1782.5,1195.8,10.9,276
L,64736,64756,24,1724.5,1173.1,1653.0,974.8,2.6,154
L,65068,65328,264,1662.3,954.2,1798.5,1052.4,1.7,747
L,65504,65916,416,1791.4,1019.3,1932.9,1222.8,2.9,776
L,66372,66380,12,1881.8,1123.0,1889.6,1086.4,0.5,58
L,68260,68296,40,1846.3,1092.5,1201.8,1142.7,5.8,195
L,68520,68608,92,1169.2,1156.8,2008.2,1101.3,7.6,503
L,70512,70668,160,1942.3,1098.3,1923.9,1066.1,0.4,740
L,71384,71432,52,1913.8,1101.9,935.7,1205.8,8.8,228
L,71656,71668,16,885.4,1216.9,1031.0,1198.5,1.3,113
L,71844,71880,40,1133.8,1188.3,1826.4,1076.0,6.4,221
L,72624,72664,44,1884.4,1071.8,1152.4,1180.3,6.7,213
L,74488,74504,20,1112.0,1213.9,975.5,1213.7,1.2,81
L,74988,75236,252,876.0,1238.1,1042.0,1277.5,1.5,637
L,75320,75388,72,1058.8,1153.8,1592.7,442.3,9.9,192
L,75584,75608,28,1574.7,373.3,1272.4,365.3,2.7,126
L,75820,75880,64,1193.7,350.7,2426.1,349.6,10.9,219
L,76096,76112,20,2531.4,346.6,2722.8,360.8,1.7,124
L,76316,76356,44,2779.8,380.5,2063.6,351.0,6.4,199
L,76536,76568,36,1929.2,319.8,1498.4,137.5,4.4,185
L,76764,76792,32,1426.4,120.7,1751.0,122.8,2.8,118
L,76932,77204,276,1891.3,184.9,1004.2,1392.2,16.6,711
L,77408,77444,40,1012.3,1257.2,1668.9,1121.6,6.1,224
L,77564,78156,596,1747.4,1138.4,947.4,1324.0,7.5,589
L,78256,78424,172,935.8,1185.9,1894.4,1121.7,8.6,584
L,80728,80768,44,1938.6,1098.9,2683.0,1081.5,6.8,204
L,81440,81920,484,2813.9,1093.0,2984.6,1121.5,1.6,847
L,83884,83936,56,2973.5,1190.4,2178.6,1120.7,7.3,160
L,84112,84156,48,2027.8,1130.6,2790.0,1044.8,7.0,203
L,84704,84748,48,2869.7,1049.0,2233.5,1066.7,5.8,153
L,84972,84988,20,2081.6,1083.5,1948.4,1076.5,1.2,86
L,87376,87416,44,1910.5,1091.0,1157.4,1208.1,6.9,226
L,87756,87948,196,1053.0,1252.7,1030.9,1245.8,0.2,685
L,89104,89112,12,1040.0,1184.3,1043.8,1148.0,0.5,56
L,89928,90152,228,1051.6,1135.9,1885.6,1190.0,7.5,619
L,90268,90284,20,1875.6,1047.6,1747.1,1055.8,1.2,81
L,90448,90460,16,1774.8,1077.2,1884.4,1088.7,1.0,88
L,93488,93536,52,1919.9,1076.7,1057.8,931.9,7.9,205
L,93832,93948,120,987.9,955.8,1878.1,1120.5,8.2,439
L,94904,94936,36,1858.4,1104.3,1335.8,1171.7,4.8,188
L,95044,95080,40,1266.3,1179.7,1926.6,1060.7,6.1,220
L,101872,101916,48,1907.4,1082.5,1132.8,1185.0,7.1,199
L,102164,102284,124,1089.3,1185.0,1857.6,1189.1,6.9,519
L,102380,102640,264,1863.2,1100.6,1917.2,1128.2,0.6,719
L,103364,103408,48,1897.6,1075.1,1045.1,1198.5,7.8,243
L,103712,103756,48,973.2,1215.2,1729.5,1107.5,6.9,196
L,104764,104804,44,1865.5,1105.9,1020.4,1226.8,7.7,245
L,105088,105120,36,1011.0,1254.8,1620.0,1205.1,5.5,202
L,105320,105360,44,1702.1,1203.8,888.6,1271.4,7.3,234
L,105556,105612,60,826.9,1270.7,1896.9,1135.7,9.7,210
L,110420,110464,48,1855.5,1105.6,1091.0,1061.5,6.9,193
L,110652,110708,60,1026.0,1055.6,1899.9,1075.2,7.8,169
L,110952,111340,392,1928.7,1120.3,1493.8,2255.5,14.5,752
L,111420,111692,276,2253.5,2120.9,1809.9,1108.0,13.2,494
L,111872,111880,12,1816.5,1093.0,1877.0,1094.0,0.6,69
L,112372,112416,48,1880.6,1098.9,1074.3,1167.3,7.3,221
L,112632,112644,16,999.9,1172.3,1020.9,1114.1,0.7,66
L,113068,113112,48,1067.8,1113.4,1840.1,1097.0,6.9,202
L,113548,113592,48,1903.1,1104.7,1090.9,960.3,7.5,220
L,113800,113844,48,1042.0,946.4,1793.2,1077.4,6.9,212
L,117684,117712,32,1800.5,1086.0,1436.1,1106.2,3.3,131
L,117832,117864,36,1358.1,1099.1,1895.1,1107.5,4.9,181
L,118604,118656,56,1897.8,1092.0,1041.9,1406.8,8.6,201
L,118772,118832,64,999.5,1424.4,1289.7,1835.6,5.7,305
L,118884,118956,76,1373.1,1938.1,1922.1,1109.0,11.4,436
L,126948,126992,48,1957.6,1090.4,2788.9,1142.3,7.6,210
L,127180,127228,52,2884.4,1158.5,1878.0,1150.3,9.1,251
L,127376,127384,12,1891.2,1142.7,1940.4,1132.9,0.5,58
L,128264,128308,48,1946.3,1093.9,2528.5,1154.9,5.4,145
L,128408,128468,64,2616.6,1165.9,1833.0,1124.0,7.2,131
L,131788,132500,716,1954.5,1157.0,1914.9,1253.7,1.3,595
L,132836,132868,36,1747.8,1100.4,1355.1,1159.9,3.6,126
L,133080,133104,28,1593.4,1123.5,1911.8,1103.8,2.9,133
L,137992,138188,200,1946.5,1113.9,1950.8,1032.3,1.0,716
L,140720,140760,44,1910.5,1070.1,1333.1,1157.6,5.3,167
L,140920,140968,52,1243.9,1155.1,1970.7,1112.0,6.6,167
L,141148,141156,12,2012.3,1104.8,1965.6,1093.3,0.5,56
L,142452,142756,308,1962.9,1085.9,1926.9,1125.0,0.6,731
L,143532,143580,52,1785.5,1093.7,986.8,1147.2,7.2,187
L,143692,143704,16,950.4,1191.8,1053.6,1194.3,0.9,78
L,143744,143768,28,1348.4,1161.2,1641.7,1144.1,2.6,114
L,144312,145112,804,1941.8,1080.3,1940.7,1226.5,1.8,610
L,151540,151660,124,1936.2,1102.7,1951.2,1107.4,0.1,789
L,168168,168464,300,1976.5,1104.7,1927.6,1069.0,0.6,524
L,168904,168924,24,1870.1,1054.2,1692.6,985.6,1.8,104
L,169152,169188,40,1657.2,946.3,2368.4,920.8,6.5,208
L,169428,169468,44,2433.7,919.5,1777.1,1207.6,7.0,248
L,169688,169708,24,1724.5,1215.2,1967.1,1141.0,2.4,140
L,169868,169928,64,2075.8,1146.7,1159.3,502.2,11.5,277
L,170420,176988,6572,1095.8,390.0,1659.9,1198.0,11.1,569
L,177148,177172,28,1695.0,1109.0,1994.0,1013.1,3.0,148
L,177592,177608,20,2105.6,1058.3,1974.1,1131.1,1.5,107
L,184920,185020,104,1895.0,1147.2,1256.4,1250.6,6.0,733
L,185188,185224,40,1251.5,1234.9,1845.7,1135.1,5.6,189
L,185888,185924,40,1863.5,1095.1,1247.5,1205.3,5.8,198
L,186284,186324,44,1164.2,1228.4,1910.8,1089.8,7.0,228
L,190316,190548,236,1925.6,1117.1,1910.0,1051.8,0.8,816
L,192552,192832,284,2000.4,1122.9,1935.3,1095.5,0.7,883
L,197468,197516,52,1902.6,1136.7,1132.1,1099.1,7.0,185
L,197640,197696,60,1022.8,1116.9,1961.6,1134.8,8.5,186
L,199936,199980,48,1960.9,1066.3,2750.6,1115.3,7.2,197
L,200296,200308,16,2886.4,1130.2,2951.3,1098.9,0.7,61
L,200544,200572,32,3002.4,1122.9,3105.6,1346.5,3.0,122
L,201004,201012,12,3012.3,1442.7,2971.3,1423.5,0.4,55
L,201184,201200,20,2971.3,1373.1,3027.1,1272.9,1.4,96
L,201900,202176,280,2961.2,1183.6,2967.9,1092.2,1.1,838
L,202520,202568,52,2953.7,1101.5,1890.5,1106.3,9.7,264
L,202728,202736,12,1837.3,1120.2,1886.5,1102.7,0.5,62
L,206272,206476,208,1963.8,1116.7,1968.0,1151.3,0.4,552
L,208568,208980,416,1983.6,1140.1,992.1,1231.5,9.0,571
L,210116,210160,48,1226.0,1207.0,1859.6,1116.0,5.8,169
L,213032,213272,244,1858.6,1117.9,926.4,1259.0,8.5,638
L,213460,213764,308,1111.8,1234.5,996.1,1274.7,1.1,736
L,214052,214072,24,1023.8,1171.3,1239.3,1159.4,1.9,109
L,214824,214836,16,1320.3,1166.7,1232.0,1196.2,0.9,76
L,215084,215436,356,1231.9,1241.6,1127.2,1326.0,1.4,651
L,217032,217076,48,1211.5,1193.4,1679.7,1151.5,4.2,118
L,219048,219064,20,1948.0,1050.3,2093.2,1029.0,1.4,89
L,219340,219356,20,2183.3,1037.2,2002.3,1077.0,1.7,121
L,228176,228224,52,1929.5,1077.9,2537.4,1194.4,5.8,136
L,228412,228440,32,2677.4,1209.5,2170.4,1146.2,4.7,215
L,228660,228676,20,2040.2,1127.4,1932.5,1075.0,1.2,86
L,229932,230124,196,1959.6,1126.5,1939.5,1043.7,1.1,877
