eye,tStart,tEnd,duration
L,137675,137737,64
L,138437,138993,558
L,139491,139553,64
L,140015,140105,92
L,140977,141037,62
L,141883,141977,96
L,145263,145319,58
L,148057,148103,48
L,161375,161495,122
L,180665,180757,94
L,216141,216259,120
L,216591,217541,952
L,249473,249531,60
L,275583,275689,108
L,276333,276393,62
L,288571,288583,14
L,313607,313715,110
L,333225,333259,36
L,334805,334853,50
L,335505,335627,124
L,336953,336995,44
L,351965,352043,80
L,383119,383195,78
L,402159,402221,64
L,404273,404365,94
L,431593,431667,76
L,440379,440407,30
L,441331,441377,48
L,453971,454045,76
L,458241,458267,28
L,458743,458837,96
L,460811,460877,68
L,474257,474309,54
L,496309,496391,84
L,502835,502949,116
L,503259,503335,78
L,506043,506127,86
L,525691,525869,180
L,540069,540195,128
L,552803,552881,80
L,557269,557331,64
L,559577,559657,82
L,572663,572765,104
L,577447,577523,78
L,586239,586291,54
L,597563,597653,92
L,604313,604389,78
L,604769,604917,150
L,610321,610383,64
L,612867,612983,118
L,624437,624475,40
L,634265,634355,92
L,636411,636539,130
L,638867,638911,46
L,643247,643365,120
L,647821,647995,176
L,653171,653277,108
L,658491,658601,112
L,658951,659029,80
L,659291,659351,62
L,659743,659819,78
L,661889,662021,134
L,662117,685907,23792
L,686663,687023,362
L,687217,687311,96
L,687753,687827,76
L,688411,688985,576
L,689887,689907,22
L,690451,690519,70
L,691475,691561,88
L,691725,691809,86
L,692031,692535,506
L,692717,692805,90
L,693385,693461,78
L,694581,694633,54
L,694907,695197,292
L,696981,697015,36
L,697205,697633,430
L,697917,697953,38
L,698413,698473,62
L,698693,698773,82
L,698947,699033,88
L,700097,700147,52
L,700409,700551,144
L,700807,701081,276
L,701727,701787,62
L,702139,702213,76
L,709805,709903,100
L,712405,712899,496
L,713541,713607,68
L,716263,716341,80
L,720849,721125,278
L,724753,724805,54
L,726831,726929,100
L,729265,729353,90
L,738375,738471,98
L,747125,747181,58
L,774253,774261,10
L,776575,776647,74
L,778351,778397,48
L,778969,779053,86
L,779177,779277,102
L,779779,780171,394
