eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,119959,120359,404,1782.0,907.9,879
R,120399,120707,312,1012.4,934.7,718
R,120747,120911,168,1819.2,922.5,594
R,120939,121191,256,2180.7,935.5,574
R,121223,121363,144,2651.0,922.8,601
R,121395,121555,164,3083.9,954.5,606
R,121607,121955,352,1737.1,1196.1,695
R,121991,122187,200,2287.1,1172.9,641
R,122243,122443,204,1374.6,465.6,592
R,122463,122803,344,1314.2,348.6,587
R,122843,123131,292,1349.9,964.2,710
R,123159,123359,204,1743.4,928.1,749
R,123387,123559,176,2078.1,945.7,749
R,123591,123847,260,2519.2,963.6,739
R,123895,124319,428,1639.5,1185.0,786
R,124343,124855,516,1957.1,1175.1,749
R,124879,125387,512,1759.3,1192.4,783
R,125503,125831,332,2139.6,3270.0,605
R,125947,126331,388,1782.5,819.3,736
R,126427,127167,744,3270.0,397.5,669
R,127295,127367,76,3270.0,403.5,590
R,127391,127447,60,3270.0,404.3,586
R,127487,127575,92,3270.0,400.4,589
R,127795,128351,560,3270.0,580.3,595
R,128639,128995,360,1883.3,1006.1,694
R,129031,130223,1196,2280.7,1186.7,640
R,130271,130527,260,1484.7,1756.7,739
R,130571,130807,240,1940.9,1169.4,757
R,130823,132231,1412,1925.2,1113.8,816
R,132255,132619,368,1780.3,1071.3,849
R,132655,132903,252,1197.2,1192.9,867
R,132919,133147,232,1126.9,1245.1,728
R,133171,133355,188,1121.9,1109.4,688
R,133383,133607,228,1154.3,1359.7,735
R,133631,133655,28,1178.5,1557.1,756
R,137683,137835,156,1378.7,1465.6,711
R,137859,138083,228,1139.4,1296.4,730
R,138111,138727,620,1146.3,1594.0,627
R,140199,140407,212,1216.7,1202.1,828
R,140427,141159,736,1134.4,1373.9,772
R,141203,141387,188,1954.6,1210.0,787
R,141407,144379,2976,1897.4,1111.2,820
R,144427,144891,468,2767.2,1364.2,655
R,144915,145167,256,3024.5,1398.3,665
R,146547,146919,376,2766.5,1363.3,697
R,146939,147179,244,2905.2,1377.1,636
R,148419,148599,184,1815.1,1097.8,727
R,148615,150991,2380,1922.9,1120.3,738
R,151047,151391,348,2937.6,1324.3,558
R,151419,151839,424,2998.1,1152.1,619
R,151855,152459,608,3004.4,1226.1,674
R,155843,155875,36,2366.1,1235.7,774
R,155907,156195,292,2883.5,1318.3,667
R,156239,157567,1332,1932.7,1077.4,730
R,157607,158579,976,1235.5,1322.0,822
R,158607,158887,284,953.2,1396.8,770
R,158911,159311,404,1194.5,1470.8,694
R,159327,159955,632,1073.6,1505.9,750
R,162123,162259,140,1492.0,1421.1,818
R,162287,162715,432,1064.4,1422.0,714
R,162755,162947,196,1910.1,1193.1,640
R,162963,164111,1152,1913.2,1108.2,730
R,164151,164447,300,1355.4,1209.5,796
R,164475,165007,536,1162.8,1288.0,827
R,165031,165315,288,920.4,1378.4,771
R,165339,165911,576,1102.5,1418.2,701
R,165935,166075,144,929.4,1490.9,755
R,167827,168179,356,1152.5,1489.1,809
R,168203,168599,400,950.6,1447.7,648
R,168643,168835,196,1858.5,1228.5,676
R,168855,169591,740,1911.8,1137.0,760
R,169627,170871,1248,1337.8,1282.3,828
R,170895,171111,220,1219.4,1371.0,774
R,171135,171595,464,942.0,1425.7,616
R,173507,173639,136,1232.2,1495.8,856
R,173663,174047,388,1018.9,1390.8,700
R,174091,174323,236,1851.5,1179.9,617
R,174343,174995,656,1928.3,1093.7,729
R,175031,175807,780,1251.7,1150.5,846
R,175831,176691,864,1146.5,1254.2,846
R,176715,177003,292,1202.1,1530.6,675
R,177031,177191,164,1174.8,1185.8,720
R,178915,179047,136,1323.6,1341.3,883
R,179071,179283,216,1171.2,1284.8,793
R,179307,179723,420,1191.4,1117.8,687
R,179763,180727,968,1950.2,1091.3,791
R,180771,182251,1484,1172.2,1151.2,869
R,182283,182583,304,1207.2,1577.6,742
R,182615,182843,232,1159.5,1169.7,787
R,184643,184847,208,1232.0,1352.1,865
R,184875,184947,76,1266.4,1031.5,888
R,185043,185347,308,1197.6,1060.7,734
R,185387,186255,872,1912.8,1101.6,754
R,186291,186619,332,1332.8,1130.1,809
R,186655,187755,1104,2026.0,1125.4,770
R,187771,188147,380,1931.8,1108.2,568
R,188195,188639,448,2964.4,1055.0,514
R,188667,188951,288,3014.6,1419.2,577
R,188979,189083,108,2971.0,1138.7,592
R,190611,190903,296,2824.0,1250.7,679
R,190943,191447,508,2035.0,1123.5,632
R,191463,192959,1500,1944.0,1107.9,734
R,193019,193351,336,2975.3,1352.3,769
R,193367,193619,256,2886.8,1369.6,668
R,195591,196275,688,2841.2,1340.3,661
R,196319,196567,252,1998.9,1120.4,631
R,196583,198531,1952,1917.0,1110.9,742
R,198567,198727,164,1382.4,1358.0,800
R,198747,198951,208,1240.8,1387.2,674
R,198975,199403,432,961.1,1443.0,641
R,201447,201615,172,1232.8,1554.3,789
R,201639,202075,440,992.0,1499.8,690
R,202119,203547,1432,1905.8,1104.5,734
R,203567,204163,600,1751.9,1124.4,789
R,204207,204443,240,1196.6,2021.7,839
R,204463,204611,152,1027.9,2080.3,782
R,204651,204903,256,908.4,1574.9,614
R,204919,205211,296,851.5,1527.7,604
R,205231,205635,408,966.7,1487.8,655
R,205659,205999,344,1243.1,1462.3,709
R,207767,207875,112,1524.9,1543.5,863
R,207899,208131,236,1157.2,1431.1,752
R,208235,208419,188,3270.0,368.5,530
R,208439,208523,88,3270.0,481.0,531
R,208619,209647,1032,1249.9,1487.3,686
R,209691,209967,280,2058.3,1350.7,762
R,209991,211119,1132,2045.9,1140.5,781
R,211135,213251,2120,1928.2,1089.7,749
R,213307,213871,568,2768.7,1947.2,848
R,213919,214159,244,2788.1,1370.0,668
R,214183,214435,256,3064.8,1387.2,561
R,215867,215983,120,2124.4,1237.4,719
R,216003,218495,2496,1944.1,1122.0,723
R,218543,218667,128,1349.3,2150.8,840
R,218687,219011,328,1221.5,2077.3,708
R,219031,219491,464,1049.0,2087.4,686
R,219539,220187,652,1137.7,1428.0,693
R,220211,220651,444,952.4,1439.6,724
R,221771,222375,608,944.3,1421.7,698
R,222395,222563,172,1039.9,1442.7,627
R,223975,224247,276,1296.9,1423.9,735
R,224267,224583,320,1107.2,1486.9,663
R,224619,224867,252,1053.6,2165.1,616
R,224939,225135,200,2149.8,1077.5,616
R,225159,226975,1820,1944.5,1089.6,757
R,227035,227643,612,2928.6,2014.5,773
R,227687,228119,436,2961.9,1416.8,565
R,228139,228487,352,2766.8,1387.3,562
R,230047,230143,100,2891.0,1501.3,649
R,230167,230455,292,2834.9,1344.3,619
R,231763,232615,856,1745.2,1262.7,653
R,232643,234923,2284,1962.2,1114.7,773
R,234991,235119,132,594.3,1279.4,691
R,235147,235647,504,241.9,1377.3,572
R,235687,236011,328,1200.8,1323.5,673
R,236039,236191,156,1183.4,1124.2,699
R,237199,237359,164,1441.8,1533.1,769
R,237387,237559,176,1095.1,1336.2,717
R,237583,238111,532,1161.9,1130.8,628
R,239067,239375,312,1890.4,1046.7,690
R,239391,240519,1132,1972.3,1081.7,678
R,240575,240783,212,874.3,1109.6,756
R,240819,241719,904,206.9,1064.3,740
R,241759,242043,288,1192.1,1140.3,659
R,242071,242283,216,1185.5,1356.5,705
R,242303,242375,76,1175.6,1478.4,724
R,243795,243991,200,1854.4,1118.0,751
R,244027,244727,704,1141.1,1060.2,669
R,244763,246315,1556,1935.0,1056.7,741
R,246371,247247,880,2903.4,1978.3,782
R,247267,247355,92,2798.9,2029.9,618
R,247395,247603,212,2832.4,1390.3,542
R,247627,247763,140,3051.8,1392.5,550
R,249087,249299,216,2841.6,1403.3,670
R,249323,249699,380,3052.6,1398.7,621
R,249747,249975,232,2030.6,1075.2,628
R,249991,250931,944,1937.2,1085.9,712
R,250999,251191,196,3270.0,1276.9,716
R,251219,251583,368,3270.0,1312.2,705
R,251627,251947,324,2831.6,1279.3,764
R,251967,252251,288,2941.5,1355.0,629
R,254171,254471,304,2935.5,1370.1,645
R,254519,254739,224,2082.7,1108.6,591
R,254759,257251,2496,1949.4,1080.6,681
R,257315,257519,208,1140.1,2012.1,723
R,257539,257675,140,945.5,2068.5,617
R,257715,257931,220,1006.0,1473.0,583
R,257951,258147,200,1226.0,1456.0,609
R,259563,259827,268,1196.8,1465.3,737
R,261479,261887,412,1244.4,1452.4,695
R,261911,262231,324,972.7,1492.4,546
R,262271,262483,216,1770.1,1172.6,516
R,262511,262719,212,1696.8,955.6,447
R,262767,263155,392,1492.7,404.6,404
R,263195,263515,324,1869.9,1007.1,538
R,263563,264231,672,1568.3,371.2,567
R,264275,264791,520,1902.1,1122.0,672
R,265859,266199,344,1752.3,899.6,598
R,266223,266243,24,1954.2,924.0,582
R,266283,266959,680,1509.8,415.0,576
R,267007,267175,172,1893.1,1324.5,688
R,267199,268387,1192,1925.4,1074.1,726
R,268455,268883,432,2996.7,2079.3,701
R,268903,269183,284,2866.7,2025.4,719
R,269223,269499,280,2846.5,1388.0,649
R,269515,269663,152,2955.7,1416.0,503
R,271675,271843,172,2583.5,1177.9,610
R,271867,272215,352,2915.2,1346.8,611
R,272263,272899,640,1973.9,1072.3,650
R,272919,273499,584,1830.5,1075.5,737
R,273563,273863,304,2878.1,1841.5,765
R,273911,274123,216,3270.0,1454.8,682
R,274143,274531,392,3270.0,1317.9,687
R,274567,274839,276,2958.6,1446.5,685
R,274863,275211,352,2983.4,1238.1,521
R,276059,276763,708,3002.0,1217.5,561
R,279511,279927,420,2901.7,1168.2,658
R,279971,281107,1140,1947.4,1092.5,670
