eye,tStart,tEnd,duration
L,1305194,1305218,28
L,1306554,1306630,80
L,1314102,1314422,324
L,1316546,1316658,116
L,1322062,1322134,76
L,1332418,1332426,12
L,1333722,1333746,28
L,1338490,1338598,112
L,1339134,1339282,152
L,1342298,1352798,10504
L,1353210,1353326,120
L,1356178,1356290,116
L,1360890,1361010,124
L,1361278,1361390,116
L,1364714,1366354,1644
L,1366542,1366698,160
L,1367242,1369362,2124
L,1376666,1376742,80
L,1378222,1382818,4600
L,1383834,1385390,1560
L,1385622,1386306,688
L,1388270,1388374,108
L,1394430,1394690,264
L,1394882,1394938,60
L,1398230,1401558,3332
L,1401722,1401722,4
L,1409362,1412738,3380
L,1416494,1416526,36
L,1416702,1416858,160
L,1416962,1421982,5024
L,1423510,1423510,4
L,1427166,1427274,112
L,1428154,1429454,1304
L,1431914,1432766,856
L,1437122,1438954,1836
L,1439690,1440742,1056
L,1444922,1447022,2104
L,1447286,1447354,72
L,1447982,1448166,188
L,1451782,1452826,1048
L,1453914,1454738,828
L,1455214,1456910,1700
L,1457438,1457602,168
L,1461378,1462762,1388
L,1463718,1465314,1600
L,1465886,1466050,168
L,1473242,1473374,136
L,1474434,1474498,68
L,1474806,1476730,1928
L,1483038,1483074,40
L,1483226,1485514,2292
L,1489994,1492034,2044
L,1493166,1493358,196
L,1497466,1499270,1808
L,1503102,1505518,2420
L,1505706,1505826,124
L,1509266,1511510,2248
L,1512058,1512078,24
L,1515482,1515502,24
L,1515798,1518306,2512
L,1519018,1519966,952
L,1520634,1520766,136
L,1525458,1527630,2176
L,1527802,1527994,196
L,1531922,1535594,3676
L,1539226,1540566,1344
L,1540626,1541322,700
L,1541418,1542658,1244
L,1542962,1542962,4
L,1543014,1543018,8
L,1543334,1543346,16
L,1543514,1545626,2116
L,1545686,1545986,304
L,1548434,1549346,916
L,1549434,1554634,5204
L,1557282,1558658,1380
L,1562362,1567262,4904
L,1567698,1567730,36
L,1570658,1571918,1264
L,1572594,1572802,212
L,1573026,1573258,236
L,1578634,1579814,1184
L,1581570,1581750,184
L,1583458,1583602,148
L,1584650,1585006,360
L,1585462,1587086,1628
L,1591178,1591838,664
L,1591930,1593334,1408
L,1593566,1593566,4
L,1593870,1593898,32
L,1594106,1594202,100
L,1594258,1594586,332
L,1598366,1600234,1872
L,1604710,1605970,1264
L,1606830,1606986,160
L,1610070,1610206,140
L,1610950,1612926,1980
L,1613430,1613582,156
L,1617114,1618582,1472
L,1619318,1619874,560
L,1621130,1621350,224
L,1621682,1621854,176
L,1622006,1622146,144
L,1625234,1625386,156
L,1625638,1626890,1256
L,1626942,1628350,1412
L,1628542,1628574,36
L,1628622,1628686,68
L,1629274,1629418,148
L,1632918,1632938,24
L,1633158,1635054,1900
L,1635298,1635510,216
L,1636098,1636326,232
L,1636534,1636762,232
L,1640318,1640518,204
L,1640734,1642314,1584
L,1642586,1643266,684
L,1643366,1643810,448
L,1646742,1646966,228
L,1647342,1648614,1276
L,1650006,1650186,184
L,1653262,1654710,1452
L,1655182,1655278,100
L,1658618,1658842,228
L,1659462,1663166,3708
L,1663618,1663626,12
L,1664670,1664774,108
L,1668114,1669214,1104
L,1670802,1671014,216
L,1672286,1673718,1436
L,1674514,1675202,692
L,1681326,1681542,220
L,1682038,1682166,132
L,1682826,1684146,1324
L,1684238,1684978,744
L,1685318,1685426,112
L,1689242,1690206,968
L,1690462,1690498,40
L,1691026,1691158,136
L,1694966,1696574,1612
L,1697842,1698038,200
L,1701790,1704010,2224
L,1704054,1704102,52
L,1704174,1704250,80
L,1704330,1704350,24
L,1704414,1704550,140
L,1708714,1712638,3928
L,1712886,1712886,4
L,1713790,1713954,168
L,1715082,1715254,176
L,1715534,1715798,268
L,1715918,1716366,452
L,1716422,1716510,92
L,1716638,1716638,4
L,1716918,1717114,200
L,1720706,1722170,1468
L,1734594,1737006,2416
L,1737238,1737434,200
L,1741426,1744298,2876
L,1744474,1744662,192
L,1747946,1748874,932
L,1750098,1750182,88
L,1750430,1750614,188
L,1751074,1751226,156
L,1754742,1755302,564
L,1755586,1755658,76
L,1758894,1758902,12
L,1759466,1759706,244
L,1760942,1761186,248
L,1761582,1761750,172
L,1761954,1762042,92
L,1767230,1767718,492
L,1769086,1769198,116
L,1769330,1769502,176
L,1769874,1770234,364
L,1773898,1775070,1176
L,1775962,1776082,124
L,1779422,1779642,224
L,1779998,1780266,272
L,1784214,1784230,20
L,1784406,1784558,156
L,1789018,1789222,208
L,1789418,1789690,276
L,1791126,1792482,1360
L,1792602,1794170,1572
L,1795178,1795198,24
L,1795438,1796402,968
L,1799866,1799886,24
L,1800570,1800654,88
L,1800710,1800938,232
L,1802994,1803066,76
L,1806642,1809262,2624
L,1809914,1810118,208
L,1810946,1811102,160
L,1811398,1811510,116
L,1815186,1816190,1008
L,1816846,1817974,1132
L,1818170,1818706,540
L,1818826,1818870,48
L,1819154,1819238,88
L,1819630,1819694,68
L,1822798,1823842,1048
L,1825062,1825214,156
L,1833534,1833594,64
L,1834826,1834966,144
L,1838938,1839354,420
L,1840830,1842194,1368
L,1844770,1844990,224
L,1845158,1845318,164
L,1852078,1857086,5012
L,1858178,1860674,2500
L,1862494,1866774,4284
L,1878834,1879102,272
L,1883818,1883998,184
L,1890586,1891346,764
L,1891694,1892122,432
L,1892178,1892206,32
L,1901046,1901090,48
L,1901794,1901818,28
L,1902098,1902158,64
L,1902258,1902286,32
L,1911958,1912250,296
L,1912342,1912462,124
L,1918542,1918614,76
L,1925182,1925530,352
L,1925694,1926914,1224
L,1927002,1927110,112
L,1930334,1930858,528
L,1935390,1935466,80
L,1935766,1935866,104
L,1946622,1946846,228
L,1959022,1959146,128
L,1959886,1960030,148
L,1964170,1964266,100
L,1964526,1964746,224
L,1967354,1967362,12
L,1971914,1972006,96
L,1972334,1972466,136
L,1972658,1972666,12
L,1973270,1973322,56
L,1985042,1985082,44
L,1985774,1985998,228
L,2005898,2005954,60
L,2006318,2006438,124
L,2015746,2015950,208
L,2024406,2024462,60
L,2031526,2031538,16
L,2032362,2032882,524
L,2060302,2060446,148
L,2076726,2076882,160
L,2082410,2082566,160
L,2083546,2083678,136
L,2099198,2099374,180
L,2100438,2100586,152
L,2113538,2113686,152
L,2114626,2114798,176
L,2114934,2115118,188
L,2116114,2116258,148
L,2124186,2124194,12
L,2133634,2133922,292
L,2133978,2134154,180
L,2134206,2134206,4
L,2144258,2144306,52
L,2146054,2146270,220
L,2150062,2150246,188
L,2150590,2150738,152
L,2157754,2157962,212
L,2164862,2165206,348
L,2172862,2172918,60
L,2180106,2180154,52
L,2180406,2180654,252
L,2194586,2194602,20
L,2197674,2197798,128
L,2197866,2198186,324
L,2198290,2198326,40
L,2198602,2198642,44
L,2199602,2199682,84
L,2199958,2200506,552
L,2200830,2200846,20
L,2200970,2200994,28
L,2201830,2201934,108
L,2206734,2206890,160
L,2218874,2218918,48
L,2219402,2219658,260
L,2227050,2228210,1164
L,2237810,2237978,172
L,2239222,2239422,204
L,2245998,2247194,1200
L,2251330,2251886,560
L,2252738,2253042,308
L,2253086,2253866,784
L,2270862,2270982,124
L,2271062,2271062,4
L,2279950,2294902,14956
L,2302754,2302918,168
L,2303294,2303466,176
L,2307970,2307970,4
L,2308094,2308094,4
