time,text
4036520,!CAL
4036558,!CAL Calibration points:
4036558,"!CAL 3.1, -22.6 2119, 5076"
4036558,"!CAL 0.3, -35.5 2182, 8534"
4036558,"!CAL 6.7, -8.2 2059, 1960"
4036558,"!CAL -27.4, -17.8 -1899, 4934"
4036558,"!CAL 31.4, -22.5 6677, 5233"
4036558,"!CAL eye check box: (L,R,T,B)"
4036558,"!CAL href cal range: (L,R,T,B)"
4036558,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4036558,"!CAL Prenormalize: offx, offy = 3.0862 -22.624"
4036558,!CAL Gains: cx:140.586 lx:116.138 rx:184.149
4036558,!CAL Gains: cy:158.087 ty:311.297 by:191.173
4036558,"!CAL Resolution (upd) at screen center: X=1.9, Y=1.7"
4036558,!CAL Gain Change Proportion: X: 0.586 Y: 0.628
4036558,!CAL Gain Ratio (Gy/Gx) = 1.124
4036558,"!CAL Cross-Gain Ratios: X=0.269, Y=0.053"
4036558,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4036558,"!CAL CR gain match(x,y) = 1.000, 1.000"
4036558,!CAL Slip rotation correction OFF
4036560,!CAL CALIBRATION HV5 R RIGHT GOOD
4045283,"!CAL VALIDATION HV5 R RIGHT POOR ERROR 1.34 avg. 2.07 max OFFSET 1.26 deg. 29.3,100.5 pix."
4045284,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 1.57 deg. 30.2,126.4 pix."
4045284,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.53 deg. 35.4,35.1 pix."
4045284,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.17 deg. -19.6,-2.2 pix."
4045284,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 2.07 deg. 88.9,156.4 pix."
4045284,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.46 deg. -51.9,1.6 pix."
4061081,"!CAL VALIDATION HV5 R RIGHT POOR ERROR 1.37 avg. 3.19 max OFFSET 1.14 deg. 38.6,87.9 pix."
4061081,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 1.16 deg. 2.6,93.9 pix."
4061081,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.66 deg. 74.2,1.9 pix."
4061081,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.77 deg. 19.3,-61.1 pix."
4061082,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 3.19 deg. 175.2,225.5 pix."
4061083,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.34 deg. -34.9,11.0 pix."
4081525,"!CAL VALIDATION HV5 R RIGHT POOR ERROR 2.23 avg. 6.16 max OFFSET 1.44 deg. 4.2,116.3 pix."
4081525,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 1.09 deg. 52.3,79.7 pix."
4081525,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.25 deg. 20.1,14.5 pix."
4081525,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 1.60 deg. -15.1,-129.4 pix."
4081525,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 6.16 deg. 126.9,490.2 pix."
4081525,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 1.89 deg. -213.2,-10.4 pix."
4125188,!CAL
4125188,!CAL Calibration points:
4125188,"!CAL 3.0, -24.6 2104, 5084"
4125188,"!CAL 1.6, -37.6 2186, 8561"
4125188,"!CAL 5.0, -11.7 2030, 1944"
4125189,"!CAL -34.1, -23.2 -1974, 4972"
4125189,"!CAL 31.4, -21.8 6676, 5222"
4125189,"!CAL eye check box: (L,R,T,B)"
4125189,"!CAL href cal range: (L,R,T,B)"
4125189,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4125190,"!CAL Prenormalize: offx, offy = 3.0061 -24.564"
4125190,!CAL Gains: cx:128.669 lx:72.725 rx:199.952
4125190,!CAL Gains: cy:215.881 ty:289.652 by:236.087
4125190,"!CAL Resolution (upd) at screen center: X=2.0, Y=1.2"
4125190,!CAL Gain Change Proportion: X: 1.749 Y: 0.227
4125190,!CAL Gain Ratio (Gy/Gx) = 1.678
4125190,"!CAL Cross-Gain Ratios: X=0.179, Y=0.050"
4125190,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4125190,"!CAL CR gain match(x,y) = 1.000, 1.000"
4125190,!CAL Slip rotation correction OFF
4125192,!CAL CALIBRATION HV5 R RIGHT GOOD
4134027,"!CAL VALIDATION HV5 R RIGHT FAIR ERROR 1.25 avg. 1.90 max OFFSET 0.84 deg. 23.4,66.3 pix."
4134027,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 1.90 deg. 60.0,148.5 pix."
4134027,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.51 deg. 0.2,-41.4 pix."
4134027,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.78 deg. -33.3,-58.7 pix."
4134027,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 0.19 deg. -21.7,-2.6 pix."
4134028,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.42 deg. -24.0,-29.2 pix."
4167978,!CAL
4167978,!CAL Calibration points:
4167978,"!CAL 4.8, -24.7 2090, 4960"
4167978,"!CAL 2.3, -38.6 2138, 8348"
4167978,"!CAL 5.9, -11.0 2057, 1904"
4167978,"!CAL -27.6, -22.8 -1849, 4812"
4167978,"!CAL 30.7, -23.7 6585, 5158"
4167978,"!CAL eye check box: (L,R,T,B)"
4167978,"!CAL href cal range: (L,R,T,B)"
4167978,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4167978,"!CAL Prenormalize: offx, offy = 4.7991 -24.654"
4167979,!CAL Gains: cx:136.455 lx:78.400 rx:202.672
4167979,!CAL Gains: cy:199.112 ty:268.423 by:217.660
4167979,"!CAL Resolution (upd) at screen center: X=1.9, Y=1.3"
4167979,!CAL Gain Change Proportion: X: 1.585 Y: 0.233
4167979,!CAL Gain Ratio (Gy/Gx) = 1.459
4167979,"!CAL Cross-Gain Ratios: X=0.153, Y=0.018"
4167979,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4167979,"!CAL CR gain match(x,y) = 1.000, 1.000"
4167979,!CAL Slip rotation correction OFF
4167980,!CAL CALIBRATION HV5 R RIGHT GOOD
4176553,"!CAL VALIDATION HV5 R RIGHT FAIR ERROR 1.17 avg. 1.32 max OFFSET 1.03 deg. 57.4,74.8 pix."
4176553,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 1.32 deg. 28.9,107.1 pix."
4176554,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 1.31 deg. 148.5,15.3 pix."
4176554,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.49 deg. 6.8,40.3 pix."
4176554,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 0.68 deg. 60.2,36.2 pix."
4176554,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 1.20 deg. 94.2,73.1 pix."
4185540,!CAL VALIDATION R ABORTED
4216131,!CAL
4216132,!CAL Calibration points:
4216132,"!CAL 6.3, -20.7 2129, 5084"
4216132,"!CAL 4.5, -38.2 2183, 8538"
4216132,"!CAL 6.9, -9.4 2069, 1971"
4216132,"!CAL -24.7, -21.1 -1870, 4938"
4216132,"!CAL 32.6, -20.9 6678, 5237"
4216132,"!CAL eye check box: (L,R,T,B)"
4216132,"!CAL href cal range: (L,R,T,B)"
4216132,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4216132,"!CAL Prenormalize: offx, offy = 6.3372 -20.7"
4216132,!CAL Gains: cx:140.630 lx:88.335 rx:193.328
4216132,!CAL Gains: cy:342.119 ty:106.616 by:289.996
4216132,"!CAL Resolution (upd) at screen center: X=1.9, Y=0.8"
4216132,!CAL Gain Change Proportion: X: 1.189 Y: 1.720
4216132,!CAL Gain Ratio (Gy/Gx) = 2.433
4216132,"!CAL Cross-Gain Ratios: X=0.104, Y=0.024"
4216132,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4216132,"!CAL CR gain match(x,y) = 1.000, 1.000"
4216132,!CAL Slip rotation correction OFF
4216134,!CAL CALIBRATION HV5 R RIGHT GOOD
