time,text
1458977,!CAL
1458977,!CAL Calibration points:
1458977,"!CAL 10.6, -23.2 2177, 5212"
1458977,"!CAL 9.6, -36.3 2248, 8790"
1458977,"!CAL 10.3, -17.5 2118, 2060"
1458977,"!CAL -13.6, -25.6 -1894, 5084"
1458977,"!CAL 38.4, -23.2 6849, 5373"
1458978,"!CAL eye check box: (L,R,T,B)"
1458978,"!CAL href cal range: (L,R,T,B)"
1458978,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
1458978,"!CAL Prenormalize: offx, offy = 10.554 -23.193"
1458978,!CAL Gains: cx:174.296 lx:195.109 rx:167.249
1458978,!CAL Gains: cy:1055.248 ty:272.060 by:395.265
1458978,"!CAL Resolution (upd) at screen center: X=1.5, Y=0.2"
1458978,!CAL Gain Change Proportion: X: 0.167 Y: 0.453
1458978,!CAL Y gain out of range
1458978,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
1458978,"!CAL CR gain match(x,y) = 1.000, 1.000"
1458978,!CAL Slip rotation correction OFF
1458979,!CAL CALIBRATION HV5 R RIGHT GOOD
1481253,!CAL
1481254,!CAL Calibration points:
1481255,"!CAL 11.6, -22.5 2196, 5242"
1481255,"!CAL 10.8, -36.1 2264, 8849"
1481255,"!CAL 12.5, -8.8 2143, 2065"
1481255,"!CAL -13.8, -21.0 -1896, 5113"
1481255,"!CAL 39.4, -22.5 6924, 5432"
1481255,"!CAL eye check box: (L,R,T,B)"
1481255,"!CAL href cal range: (L,R,T,B)"
1481255,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
1481255,"!CAL Prenormalize: offx, offy = 11.638 -22.471"
1481255,!CAL Gains: cx:161.142 lx:150.971 rx:173.851
1481255,!CAL Gains: cy:195.195 ty:311.918 by:236.053
1481255,"!CAL Resolution (upd) at screen center: X=1.6, Y=1.3"
1481255,!CAL Gain Change Proportion: X: 0.152 Y: 0.321
1481256,!CAL Gain Ratio (Gy/Gx) = 1.211
1481256,"!CAL Cross-Gain Ratios: X=0.090, Y=0.007"
1481256,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
1481256,"!CAL CR gain match(x,y) = 1.000, 1.000"
1481256,!CAL Slip rotation correction OFF
1481257,!CAL CALIBRATION HV5 R RIGHT GOOD
1490445,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.28 avg. 0.51 max OFFSET 0.14 deg. -13.6,5.9 pix."
1490445,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 0.07 deg. -3.5,5.3 pix."
1490445,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.51 deg. -56.4,-5.9 pix."
1490445,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.47 deg. -11.1,37.2 pix."
1490447,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 0.31 deg. -34.4,2.7 pix."
1490447,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.45 deg. 49.9,4.3 pix."
1495987,"DRIFTCORRECT R RIGHT at 1920,1080 OFFSET 0.31 deg. -15.1,-21.7 pix."
1496535,RECCFG CR 250 2 1 R
1496535,ELCLCFG RTABLER
1496535,GAZE_COORDS 0.00 0.00 3839.00 2159.00
1496535,THRESHOLDS R 117 207
1496535,ELCL_PROC ELLIPSE (5)
1496535,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
1496536,!MODE RECORD CR 250 2 1 R
1578892,TRIALID 1
1578910,FIX_START
1580412,FIX FAILED
1586903,FIX_SUCCEED
1587153,FIX_END
1587170,STIM_START
1587420,STIM_END
1587920,RESP_START
1601872,RESP_END
1601872,TRIAL_END 1
1601872,TRIALID 2
1601874,FIX_START
1603372,FIX FAILED
1603872,FIX_SUCCEED
1604122,FIX_END
1604138,STIM_START
1604405,STIM_END
1604905,RESP_START
1611739,RESP_END
1611739,TRIAL_END 2
1611739,TRIALID 3
1611741,FIX_START
1612239,FIX_END
1612256,STIM_START
1612506,STIM_END
1613006,RESP_START
1618356,RESP_END
1618356,TRIAL_END 3
1618356,TRIALID 4
1618358,FIX_START
1619357,FIX_END
1619373,STIM_START
1619623,STIM_END
1620123,RESP_START
1628241,RESP_END
1628241,TRIAL_END 4
1628241,TRIALID 5
1628244,FIX_START
1628741,FIX_END
1628758,STIM_START
1629024,STIM_END
1629524,RESP_START
1633593,RESP_END
