eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
L,3763736,3763820,88,1932.5,1078.9,679
L,3764036,3764124,92,1855.3,949.2,607
L,3764156,3764336,184,1475.5,941.4,511
L,3764392,3764488,100,2601.1,901.6,385
L,3764664,3764852,192,1886.2,1238.3,347
L,3764884,3764988,108,2320.8,1155.7,347
L,3765812,3765960,152,1731.4,912.1,531
L,3766004,3766344,344,2578.9,854.1,495
L,3766376,3766580,208,1982.7,983.4,405
L,3766608,3766808,204,1542.6,1059.4,408
L,3766828,3767160,336,1667.5,1173.4,435
L,3767188,3767504,320,2034.7,1139.9,460
L,3767524,3768856,1336,1947.9,1092.8,522
L,3768876,3769056,184,1727.2,1048.3,550
L,3769108,3769704,600,992.2,1159.5,557
L,3769720,3769912,196,1096.5,1172.7,551
L,3769936,3770616,684,1077.2,1381.1,385
L,3770640,3771124,488,1028.6,1596.9,429
L,3771364,3771916,556,1924.4,961.1,482
L,3771936,3773404,1472,1956.6,1057.7,447
L,3773472,3773800,332,2914.6,1122.3,554
L,3773820,3774396,580,3008.0,1185.5,541
L,3774416,3774684,272,3092.9,1272.5,420
L,3774700,3775640,944,3036.1,1215.3,374
L,3775732,3779060,3332,1996.0,1030.6,441
L,3779076,3780648,1576,1977.4,1026.0,409
L,3780728,3780988,264,1088.3,2108.9,483
L,3781004,3781324,324,989.4,2195.1,474
L,3781376,3781888,516,1076.8,1526.1,366
L,3781928,3782236,312,1490.0,1201.6,383
L,3782268,3782836,572,1933.3,1013.2,356
L,3783016,3784688,1676,2005.9,1022.5,466
L,3784740,3784916,180,1382.0,1309.6,524
L,3784956,3785252,300,1128.9,1648.0,514
L,3785272,3785648,380,1067.4,1516.7,535
L,3785676,3785852,180,1077.5,1877.9,424
L,3785888,3786444,560,1153.6,1422.5,326
L,3786496,3786732,240,2025.4,969.7,387
L,3786748,3788048,1304,1944.8,1018.0,446
L,3788140,3788284,148,1158.4,1996.8,479
L,3788312,3788412,104,906.1,1904.6,468
L,3788452,3788748,300,400.2,1643.9,456
L,3788780,3789004,228,188.6,1418.4,461
L,3789048,3789608,564,1170.1,1098.7,406
L,3789804,3789964,164,1071.3,1220.1,402
L,3790288,3790564,280,1909.5,1072.4,520
L,3790580,3791636,1060,1965.5,1065.7,555
L,3791664,3792436,776,1549.0,1184.0,638
L,3792496,3792732,240,1043.6,1859.0,578
L,3792756,3792960,208,980.8,1740.9,367
L,3793008,3793248,244,1043.3,2304.6,350
L,3793296,3793412,120,1028.0,1465.2,442
L,3793672,3794448,780,1488.7,1198.5,548
L,3794476,3795172,700,1124.4,1382.2,494
L,3795340,3798512,3176,1917.9,1011.3,515
L,3798564,3798760,200,1170.9,1288.5,314
L,3798784,3799236,456,969.4,1397.7,313
L,3799600,3802688,3092,1923.4,986.1,406
L,3803136,3803336,204,269.0,1664.8,435
L,3803384,3803616,236,1143.6,1628.0,410
L,3803680,3804232,556,1892.4,1042.1,421
L,3804248,3805808,1564,1967.3,1029.2,481
L,3805876,3806164,292,848.0,1354.2,490
L,3806188,3806964,780,1062.6,1421.7,525
L,3807088,3807948,864,1993.8,1001.3,383
L,3808000,3808312,316,1008.9,1387.8,411
L,3808368,3808620,256,1927.9,1093.8,414
L,3808688,3809608,924,1971.2,1051.2,374
L,3809668,3810024,360,1012.6,1406.7,444
L,3810064,3810252,192,933.6,1745.7,458
L,3810280,3810704,428,539.5,1720.4,472
L,3810748,3811452,708,1054.0,1202.3,392
L,3811740,3812544,808,1928.8,1089.0,454
L,3812604,3812964,364,2870.5,1179.7,490
L,3813016,3813184,172,2980.0,1897.0,496
L,3813204,3813492,292,3075.1,2013.5,518
L,3813512,3813980,472,2987.6,2043.9,524
L,3814040,3814536,500,2854.6,1238.7,336
L,3814588,3814840,256,2971.7,1987.3,318
L,3814888,3815092,208,3001.7,1376.3,376
L,3815152,3815492,344,3073.9,2131.7,361
L,3815508,3815704,200,2948.3,2104.6,372
L,3815768,3816468,704,2833.7,1167.8,373
L,3816516,3818116,1604,1965.8,1045.4,398
L,3818180,3818400,224,2781.8,974.0,497
L,3818448,3818688,244,3270.0,994.5,485
L,3818716,3819080,368,3270.0,1294.7,518
L,3819332,3819496,168,3270.0,1231.2,317
L,3819524,3820052,532,3188.3,1233.0,381
L,3820088,3820468,384,3270.0,1379.3,402
L,3820504,3821432,932,3082.2,1252.2,439
L,3821484,3822656,1176,1959.5,1037.1,423
L,3822728,3822964,240,969.0,1623.8,465
L,3822996,3823192,200,1036.2,2065.1,461
L,3823212,3823464,256,1068.3,2189.3,473
L,3823516,3824292,780,1150.4,1361.8,435
L,3824316,3824716,404,962.6,1385.9,339
L,3824772,3825956,1188,1937.9,1038.4,391
L,3826036,3826192,160,2903.1,1760.1,478
L,3826220,3826588,372,2974.4,2047.0,497
L,3826640,3827184,548,2905.5,1489.7,529
L,3827208,3827356,152,3019.9,1399.2,434
L,3827408,3827688,284,3058.9,1984.0,332
L,3827732,3828316,588,3040.5,1350.8,382
L,3828336,3828640,308,3125.8,1271.1,394
L,3828696,3829632,940,1953.0,1050.6,392
L,3829708,3830112,408,1101.1,2143.5,440
L,3830140,3830692,556,989.0,1916.5,448
L,3830728,3831564,840,952.4,1473.1,351
L,3831692,3832672,984,1937.3,1017.5,425
L,3832740,3832896,160,2976.0,1523.6,489
L,3832932,3833232,304,3003.8,1996.5,506
L,3833288,3833836,552,2994.1,1438.3,518
L,3833856,3834100,248,3048.2,1350.0,384
L,3834120,3834632,516,3048.5,1250.2,291
L,3834656,3834880,228,2865.9,1192.4,285
L,3834924,3836584,1664,1967.3,1034.4,334
L,3836660,3836932,276,3084.1,1147.9,433
L,3837140,3837944,808,3270.0,1351.4,413
L,3837976,3838700,728,3133.0,1387.3,350
L,3838724,3838964,244,3084.3,1294.4,399
L,3838980,3839600,624,3032.5,1249.3,424
L,3839652,3840956,1308,1924.1,1053.4,412
L,3840980,3841816,840,2187.3,1021.7,455
L,3841872,3842068,200,2973.5,1096.0,429
L,3842088,3842700,616,3103.8,1219.3,320
L,3842720,3843028,312,3065.7,1367.7,378
L,3843100,3843336,240,2035.8,1035.1,317
L,3843356,3843948,596,1965.5,1039.5,324
L,3844024,3844228,208,1252.7,230.3,280
L,3844608,3844888,284,1898.6,1111.4,368
L,3845196,3845336,144,2031.9,940.4,389
L,3845656,3845792,140,1836.9,1098.6,355
L,3845812,3845892,84,1974.6,1131.4,366
L,3846176,3846720,548,2240.0,1063.8,473
L,3846740,3847064,328,2098.1,1169.8,497
L,3847088,3848264,1180,2140.8,1017.8,489
L,3848284,3849696,1416,1979.1,1076.5,530
L,3849720,3849796,80,2189.3,1066.8,567
L,3849884,3850612,732,2996.8,1940.5,571
L,3850640,3850736,100,3124.3,1703.6,498
L,3850776,3851336,564,3163.0,1297.1,382
