trialID,fixStart,fixEnd,fixFailed,fixSucceed,stimStart,stimEnd,respStart,respEnd
1,106602,107596,,321656.0,107613,107879,108379,112548
2,112550,113046,,392215.0,113063,113313,113813,116315
3,116318,116814,,411867.0,116830,117097,117597,121466
4,121470,121965,,418018.0,121981,122231,122731,125032
5,125036,125532,,718572.0,125549,125799,126298,129403
6,129406,129898,,766461.0,129915,130165,130666,137801
7,137804,138299,,771778.0,138316,138583,139083,141434
8,141436,141933,,799065.0,141950,142200,142700,145101
9,145105,145601,,807299.0,145617,145884,146384,148550
10,148553,149050,,844104.0,149067,149317,149817,151584
11,151587,152084,,891010.0,152101,152368,152868,155468
12,155471,155968,,932131.0,155985,156235,156735,160452
13,160455,160953,,949017.0,160969,161236,161736,165987
14,165989,166486,,969420.0,166503,166753,167253,169337
15,169339,169837,,984804.0,169853,170120,170620,172737
16,172739,173237,,1001990.0,173254,173504,174005,175771
17,175775,176271,,1019792.0,176288,176554,177054,178905
18,178908,179905,,1028860.0,179921,180188,180688,183339
19,183343,183839,,1038111.0,183855,184105,184605,186472
20,191289,191789,,1042578.0,191806,192056,192556,196206
21,196209,196707,,1056130.0,196723,196990,197490,200824
22,200827,201324,,1094602.0,201341,201607,202107,204458
23,204461,204958,,1140041.0,204975,205241,205741,207608
24,207610,208108,,1156826.0,208125,208392,208892,210558
25,210560,211059,,1193714.0,211075,211325,211826,213976
26,213979,214476,,1307061.0,214492,214759,215259,216992
27,216995,217493,,1352600.0,217510,217760,218260,227060
28,227063,227560,,1361784.0,227577,227827,228327,230211
29,230213,230711,,1389638.0,230728,230994,231495,233645
30,233647,234145,,1408824.0,234161,234428,234928,236562
31,236564,237062,,1434561.0,237079,237329,237829,239563
32,239565,240062,,1445361.0,240079,240329,240829,246847
33,246849,247346,,1461864.0,247363,247630,248130,257397
34,257400,257898,,1488301.0,257915,258181,258681,260248
35,260251,260748,,1498335.0,260765,261015,261515,263182
36,263184,263681,,1505119.0,263698,263948,264449,266115
37,266118,266616,,1569844.0,266632,266882,267383,268616
38,268619,269116,,1587196.0,269133,269383,269883,271483
39,271485,271983,,1622267.0,272000,272249,272749,274783
40,279200,279701,,1628318.0,279717,279967,280467,282068
41,282070,282568,,1785087.0,282584,282851,283351,285401
42,285403,285901,,,285918,286185,286685,288302
43,288305,288802,,,288818,289069,289568,290868
44,290871,291368,,,291385,291652,292152,293319
45,293321,293819,,,293835,294103,294603,296436
46,296438,296936,,,296953,297219,297720,299053
47,299056,299553,,,299569,299836,300336,304920
48,304923,306421,,,306437,306687,307187,309138
49,309140,309637,,,309654,309921,310421,312104
50,312107,313105,,,313121,313388,313888,315772
51,315774,316272,,,316288,316538,317039,318655
52,318658,321656,,,321672,321939,322439,325706
53,325709,326206,,,326223,326490,326990,329156
54,329158,329657,,,329673,329923,330423,334340
55,334342,334841,,,334857,335124,335624,337191
56,337193,337691,,,337707,337974,338474,340175
57,340177,340675,,,340691,340942,341441,344675
58,344677,345176,,,345192,345459,345959,348242
59,348245,348742,,,348759,349026,349526,351443
60,356274,356776,,,356794,357060,357560,358827
61,358830,359327,,,359344,359610,360110,361361
62,361363,361860,,,361877,362144,362644,364528
63,364530,365027,,,365044,365295,365795,367311
64,367314,367812,,,367828,368078,368578,370262
65,370265,370762,,,370779,371028,371528,373012
66,373014,373512,,,373529,373779,374279,375829
67,375832,376329,,,376346,376596,377096,378646
68,378649,379146,,,379163,379429,379929,381530
69,381532,382030,,,382046,382313,382813,384080
70,384083,384580,,,384597,384864,385363,387014
71,387017,387513,,,387531,387781,388281,389714
72,389716,392215,,,392231,392498,392998,394415
73,394417,394915,,,394932,395182,395682,397232
74,397234,397732,,,397749,397999,398499,400132
75,400134,400632,,,400649,400899,401399,405633
76,405635,406133,,,406150,406400,406900,409367
77,409369,411867,,,411884,412151,412650,415517
78,415520,418018,,,418035,418301,418801,421468
