eye,tStart,tEnd,duration
R,4228866,4229022,158
R,4230190,4230610,422
R,4231202,4231294,94
R,4231546,4231624,80
R,4231776,4233570,1796
R,4233784,4234198,416
R,4237374,4237446,74
R,4237688,4238360,674
R,4239088,4239172,86
R,4239814,4240332,520
R,4243196,4243286,92
R,4244086,4244628,544
R,4245296,4245474,180
R,4248480,4248916,438
R,4249388,4249694,308
R,4252784,4253378,596
R,4256664,4256882,220
R,4259532,4259618,88
R,4260088,4260752,666
R,4264178,4264512,336
R,4264902,4265064,164
R,4267882,4268554,674
R,4271958,4272054,98
R,4272366,4272588,224
R,4275376,4275992,618
R,4279288,4279762,476
R,4283028,4283572,546
R,4285130,4285270,142
R,4287248,4287538,292
R,4289382,4289504,124
R,4290902,4291646,746
R,4291880,4291986,108
R,4293256,4293450,196
R,4294952,4295504,554
R,4297232,4297386,156
R,4298774,4299162,390
R,4300470,4300902,434
R,4302042,4303064,1024
R,4304310,4304496,188
R,4306252,4307150,900
R,4307338,4307866,530
R,4308290,4309050,762
R,4311354,4311798,446
R,4313442,4314094,654
R,4315246,4315402,158
R,4318408,4318712,306
R,4321730,4322150,422
R,4324380,4326304,1926
R,4327836,4328258,424
R,4329680,4330040,362
R,4330402,4331380,980
R,4331448,4334374,2928
R,4334520,4335026,508
R,4335336,4338144,2810
R,4338480,4339550,1072
R,4339726,4342562,2838
R,4343654,4344182,530
R,4345222,4345324,104
R,4346302,4346348,48
R,4346604,4346780,178
R,4347290,4347684,396
R,4347874,4348052,180
R,4348206,4348210,6
R,4348334,4348368,36
R,4348570,4352238,3670
R,4354288,4354882,596
R,4355938,4356374,438
R,4358768,4359026,260
R,4360656,4360882,228
R,4363434,4363520,88
R,4364198,4364500,304
R,4365070,4365154,86
R,4366774,4367760,988
R,4368488,4368594,108
R,4372074,4372204,132
R,4374794,4375030,238
R,4378022,4379182,1162
R,4380962,4381148,188
R,4382124,4383366,1244
R,4385454,4386330,878
R,4390176,4390964,790
R,4394082,4394236,156
R,4394354,4394550,198
R,4397628,4397798,172
R,4398520,4399440,922
R,4402374,4403462,1090
R,4406870,4407034,166
R,4408572,4408826,256
R,4410276,4411556,1282
R,4412912,4413108,198
R,4414824,4415038,216
R,4417704,4418754,1052
R,4418910,4419060,152
R,4419632,4419648,18
R,4422844,4423098,256
R,4425066,4425222,158
R,4425368,4425506,140
R,4426400,4427316,918
R,4430588,4431432,846
R,4433482,4433626,146
R,4434750,4434978,230
R,4439242,4439486,246
R,4443914,4444670,758
R,4444776,4444838,64
R,4448322,4448492,172
R,4450006,4450346,342
R,4452304,4452452,150
R,4455046,4455452,408
R,4459012,4459282,272
R,4461430,4461570,142
R,4463100,4463880,782
R,4465384,4465460,78
R,4467680,4468374,696
R,4469764,4469884,122
R,4471902,4472118,218
R,4473918,4474070,154
R,4475868,4476490,624
R,4478092,4478204,114
R,4480772,4480914,144
R,4484064,4484276,214
R,4484688,4485158,472
R,4488978,4489638,662
R,4493170,4493418,250
R,4495184,4495334,152
R,4497290,4497580,292
R,4500842,4501720,880
R,4505156,4505266,112
R,4506350,4506508,160
R,4509698,4510412,716
R,4511102,4511124,24
R,4515162,4515980,820
R,4519618,4519770,154
R,4523598,4523882,286
R,4527974,4528670,698
R,4532178,4532274,98
R,4533762,4533930,170
R,4535802,4536492,692
R,4539940,4540154,216
R,4543006,4543276,272
R,4544910,4545184,276
R,4546722,4547714,994
R,4550992,4551096,106
R,4553606,4553790,186
R,4554682,4555452,772
R,4559138,4559314,178
R,4563790,4564618,830
R,4566610,4566658,50
R,4568228,4568348,122
R,4572068,4572284,218
R,4575264,4575736,474
R,4577508,4577650,144
R,4580486,4580700,216
R,4582038,4582488,452
R,4584492,4584556,66
R,4585822,4585910,90
R,4587668,4588394,728
R,4591980,4592112,134
R,4595104,4595134,32
R,4596090,4596994,906
R,4598562,4598688,128
R,4600590,4600680,92
R,4602432,4602548,118
R,4603878,4604834,958
R,4607550,4607602,54
R,4608440,4608580,142
R,4610526,4610590,66
R,4612404,4612974,572
R,4614830,4614946,118
R,4615438,4615604,168
R,4616542,4617038,498
R,4618664,4618776,114
R,4621090,4621256,168
R,4624184,4624374,192
R,4625992,4626102,112
R,4627720,4628426,708
R,4630108,4630182,76
R,4631398,4631538,142
R,4633162,4633466,306
R,4635068,4635696,630
R,4637178,4637296,120
R,4638776,4639632,858
R,4641352,4641512,162
R,4643478,4643686,210
R,4645270,4645436,168
R,4648280,4648502,224
R,4648636,4648854,220
R,4649460,4649646,188
R,4653070,4653776,708
R,4655466,4655568,104
R,4658924,4659166,244
R,4660230,4660354,126
R,4661766,4662026,262
R,4663102,4663250,150
