subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV028,L,1,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV028,L,2,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV028,L,3,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV028,L,4,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,5,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,6,2,0,1,1,3,Fixation,,,,,,,,,,,,
SV028,L,7,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,8,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,9,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,10,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,11,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,12,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,13,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,14,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,15,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,16,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,17,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,18,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV028,L,19,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,20,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV028,L,21,3,0,1,1,3,Fixation,,,,,,,,,,,,
SV028,L,22,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV028,L,23,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,24,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,25,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,26,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,27,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,28,2,3,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,29,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,30,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,31,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,32,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,33,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,34,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,35,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,36,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,37,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,38,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,39,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,40,2,3,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,41,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,42,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,43,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,44,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,45,3,3,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,46,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,47,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,48,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,49,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,50,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV028,L,51,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,52,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV028,L,53,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,54,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV028,L,55,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,56,3,3,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,57,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,58,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV028,L,59,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV028,L,60,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,61,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,62,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV028,L,63,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,64,2,3,1,0,3,Fixation,,,,,,,,,,,,
SV028,L,65,2,3,1,0,3,Fixation,,,,,,,,,,,,
SV028,L,66,2,2,1,0,3,Fixation,,,,,,,,,,,,
SV028,L,67,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV028,L,68,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV028,L,69,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV028,L,70,3,0,0,0,2,Fixation,,,,,,,,,,,,
