subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV012,L,1,2,0,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,2,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV012,L,3,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV012,L,4,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV012,L,5,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV012,L,6,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV012,L,7,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV012,L,8,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV012,L,9,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV012,L,10,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV012,L,11,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,12,2,0,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,13,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,14,3,2,1,0,3,Fixation,,,,,,,,,,,,
SV012,L,15,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV012,L,16,3,0,0,1,3,Fixation,,,,,,,,,,,,
SV012,L,17,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV012,L,18,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV012,L,19,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV012,L,20,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,21,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,22,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV012,L,23,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV012,L,24,2,0,1,1,3,Fixation,,,,,,,,,,,,
SV012,L,25,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,26,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,27,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV012,L,28,3,0,1,1,1,Fixation,,,,,,,,,,,,
SV012,L,29,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV012,L,30,3,2,0,1,1,Fixation,,,,,,,,,,,,
SV012,L,31,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV012,L,32,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV012,L,33,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV012,L,34,3,3,0,1,1,Fixation,,,,,,,,,,,,
SV012,L,35,3,0,0,1,1,Fixation,,,,,,,,,,,,
SV012,L,36,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV012,L,37,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV012,L,38,2,3,1,0,3,Fixation,,,,,,,,,,,,
