subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV009,L,1,2,0,0,0,1,Fixation,2183.5272727272727,2936.0,1146.490909090909,1479.8,730.6363636363636,887.0,745.0909090909091,,,,,
SV009,L,2,2,2,0,1,1,Fixation,,,,,,,,,,,,
SV009,L,3,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,4,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,5,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV009,L,6,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,7,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV009,L,8,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,9,2,3,1,0,2,Fixation,2507.671428571429,2836.1,1279.7428571428572,1384.6,586.1428571428571,754.0,180.57142857142858,,,,,
SV009,L,10,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,11,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV009,L,12,3,2,1,1,1,Fixation,,,,,,,,,,,,
SV009,L,13,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV009,L,14,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,15,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,16,2,0,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,17,2,0,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,18,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV009,L,19,3,2,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,20,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,21,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,22,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,23,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV009,L,24,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV009,L,25,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,26,2,2,1,1,1,Fixation,,,,,,,,,,,,
SV009,L,27,3,0,1,1,1,Fixation,,,,,,,,,,,,
SV009,L,28,2,2,1,1,1,Fixation,,,,,,,,,,,,
SV009,L,29,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV009,L,30,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,31,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV009,L,32,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,33,2,0,1,1,1,Fixation,,,,,,,,,,,,
SV009,L,34,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,35,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,36,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,37,3,0,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,38,2,2,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,39,3,2,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,40,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV009,L,41,2,3,0,1,1,Fixation,,,,,,,,,,,,
SV009,L,42,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,43,2,0,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,44,2,3,1,0,3,Fixation,,,,,,,,,,,,
SV009,L,45,3,0,1,1,1,Fixation,,,,,,,,,,,,
SV009,L,46,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,47,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,48,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,49,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,50,3,2,1,1,1,Fixation,1118.56,1840.6,1206.54,1286.1,662.8,737.0,356.8,,,,,
SV009,L,51,2,0,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,52,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV009,L,53,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,54,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,55,2,2,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,56,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,57,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,58,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV009,L,59,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV009,L,60,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV009,L,61,2,0,1,1,1,Fixation,,,,,,,,,,,,
SV009,L,62,2,3,1,0,3,Fixation,,,,,,,,,,,,
SV009,L,63,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV009,L,64,2,2,1,1,1,Fixation,,,,,,,,,,,,
