subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV031,L,1,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,2,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,3,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,4,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,5,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,6,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,7,3,0,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,8,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,9,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,10,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,11,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,12,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,13,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,14,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,15,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,16,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,17,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,18,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,19,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,20,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,21,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,22,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,23,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,24,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,25,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,26,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,27,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,28,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,29,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,30,2,0,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,31,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,32,2,3,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,33,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,34,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,35,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,36,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,37,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,38,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,39,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,40,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,41,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,42,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,43,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,44,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,45,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,46,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,47,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,48,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,49,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,50,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,51,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,52,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,53,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,54,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,55,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,56,2,0,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,57,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,58,2,0,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,59,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,60,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,61,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,62,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,63,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,64,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,65,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,66,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,67,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,68,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,69,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,70,3,2,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,71,2,2,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,72,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV031,L,73,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,74,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,75,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,76,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,77,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,78,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,79,2,3,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,80,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,81,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,82,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,83,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,84,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV031,L,85,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV031,L,86,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,87,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,88,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,89,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,90,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV031,L,91,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,92,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,93,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV031,L,94,2,0,0,1,3,Fixation,,,,,,,,,,,,
SV031,L,95,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV031,L,96,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,97,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV031,L,98,3,0,1,1,3,Fixation,,,,,,,,,,,,
