subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV020,L,1,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,2,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,3,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,4,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,5,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,6,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV020,L,7,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV020,L,8,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,9,2,3,1,1,3,Fixation,,,,,,,,,,,,
SV020,L,10,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,11,2,0,1,0,1,Fixation,,,,,,,,,,,,
SV020,L,12,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,13,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,14,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,15,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,16,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,17,2,3,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,18,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,19,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,20,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,21,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,22,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,23,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,24,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,25,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,26,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,27,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV020,L,28,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,29,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV020,L,30,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,31,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,32,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,33,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,34,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,35,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,36,2,0,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,37,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,38,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,39,3,0,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,40,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,41,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,42,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,43,3,2,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,44,3,0,1,1,1,Fixation,,,,,,,,,,,,
SV020,L,45,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,46,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,47,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,48,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,49,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,50,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,51,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,52,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,53,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,54,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,55,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,56,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,57,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,58,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,59,3,2,0,0,1,Fixation,,,,,,,,,,,,
SV020,L,60,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,61,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,62,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV020,L,63,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,64,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,65,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,66,2,0,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,67,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,68,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,69,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,70,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,71,3,0,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,72,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,73,2,0,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,74,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,75,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,76,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,77,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,78,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV020,L,79,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,80,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,81,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,82,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,83,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,84,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV020,L,85,2,3,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,86,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV020,L,87,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV020,L,88,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,89,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV020,L,90,3,0,1,1,1,Fixation,,,,,,,,,,,,
SV020,L,91,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV020,L,92,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,93,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV020,L,94,3,2,1,1,2,Fixation,,,,,,,,,,,,
