subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV022,L,1,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,2,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,3,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,4,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV022,L,5,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,6,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,7,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,8,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV022,L,9,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,10,2,0,0,1,1,Fixation,,,,,,,,,,,,
SV022,L,11,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV022,L,12,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,13,2,3,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,14,3,2,0,1,0,Fixation,,,,,,,,,,,,
SV022,L,15,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,16,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,17,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,18,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,19,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV022,L,20,3,3,0,1,1,Fixation,,,,,,,,,,,,
SV022,L,21,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV022,L,22,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,23,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,24,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,25,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV022,L,26,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV022,L,27,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,28,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,29,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,30,3,3,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,31,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,32,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,33,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV022,L,34,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,35,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV022,L,36,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV022,L,37,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,38,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,39,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV022,L,40,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV022,L,41,2,0,0,1,0,Fixation,,,,,,,,,,,,
SV022,L,42,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,43,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV022,L,44,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV022,L,45,2,0,1,0,2,Fixation,,,,,,,,1.8,1.8,93.0,93.0,24.0
SV022,L,46,3,2,1,0,3,Fixation,,,,,,,,,,,,
