subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV027,L,1,2,2,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,2,3,0,0,0,1,Fixation,,,,,,,,,,,,
SV027,L,3,3,2,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,4,2,3,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,5,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,6,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV027,L,7,2,0,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,8,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,9,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV027,L,10,2,3,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,11,3,0,0,1,1,Fixation,,,,,,,,,,,,
SV027,L,12,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,13,2,3,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,14,2,2,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,15,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,16,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,17,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,18,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,19,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,20,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,21,2,0,0,1,1,Fixation,,,,,,,,,,,,
SV027,L,22,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,23,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV027,L,24,2,2,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,25,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,26,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,27,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,28,2,2,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,29,3,0,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,30,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,31,3,3,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,32,3,0,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,33,3,2,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,34,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,35,3,2,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,36,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,37,2,0,1,1,0,Fixation,,,,,,,,,,,,
SV027,L,38,2,0,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,39,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,40,3,2,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,41,2,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,42,2,3,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,43,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,44,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,45,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,46,2,0,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,47,3,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,48,2,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,49,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,50,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,51,3,3,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,52,3,3,1,0,1,Fixation,,,,,,,,,,,,
SV027,L,53,2,2,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,54,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,55,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,56,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,57,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,58,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV027,L,59,2,0,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,60,2,3,1,1,1,Fixation,,,,,,,,,,,,
SV027,L,61,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV027,L,62,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV027,L,63,2,3,0,1,2,Fixation,,,,,,,,,,,,
