subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV017,L,1,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,2,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,3,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,4,3,0,1,0,3,Fixation,,,,,,,,,,,,
SV017,L,5,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,6,2,0,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,7,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,8,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,9,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,10,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,11,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,12,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,13,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,14,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,15,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,16,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,17,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,18,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,19,3,3,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,20,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,21,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,22,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,23,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,24,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,25,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,26,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,27,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,28,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,29,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,30,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,31,3,3,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,32,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,33,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,34,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,35,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,36,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,37,3,3,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,38,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,39,2,0,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,40,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,41,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,42,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,43,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,44,2,3,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,45,3,2,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,46,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,47,3,0,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,48,3,3,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,49,3,2,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,50,3,3,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,51,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,52,2,0,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,53,2,0,0,1,1,Fixation,,,,,,,,,,,,
SV017,L,54,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV017,L,55,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,56,3,3,0,0,2,Fixation,,,,,,,,,,,,
SV017,L,57,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,58,2,2,0,0,1,Fixation,,,,,,,,,,,,
SV017,L,59,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,60,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,61,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV017,L,62,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV017,L,63,3,0,1,0,2,Fixation,,,,,,,,,,,,
