subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response,phase,fixation_x_mean,fixation_x_max,fixation_y_mean,fixation_y_max,pupil_avg_mean,pupil_avg_max,fixation_duration_mean,saccade_amplitude_mean,saccade_amplitude_max,saccade_velocity_mean,saccade_velocity_max,saccade_duration_mean
SV029,L,1,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,2,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,3,3,3,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,4,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,5,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,6,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,7,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,8,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,9,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,10,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,11,3,2,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,12,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,13,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV029,L,14,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV029,L,15,3,3,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,16,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,17,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV029,L,18,3,2,0,0,3,Fixation,,,,,,,,,,,,
SV029,L,19,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,20,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,21,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,22,3,3,1,0,3,Fixation,,,,,,,,,,,,
SV029,L,23,2,2,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,24,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,25,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,26,3,0,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,27,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,28,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,29,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,30,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,31,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,32,2,3,0,0,3,Fixation,,,,,,,,,,,,
SV029,L,33,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,34,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,35,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,36,3,0,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,37,2,3,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,38,2,2,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,39,3,3,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,40,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV029,L,41,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV029,L,42,3,3,0,0,3,Fixation,,,,,,,,,,,,
SV029,L,43,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,44,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV029,L,45,2,3,0,1,3,Fixation,,,,,,,,,,,,
SV029,L,46,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,47,3,3,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,48,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV029,L,49,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,50,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,51,3,2,0,1,3,Fixation,,,,,,,,,,,,
SV029,L,52,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,53,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,54,2,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,55,2,3,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,56,3,3,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,57,2,3,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,58,3,2,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,59,3,3,1,1,3,Fixation,,,,,,,,,,,,
SV029,L,60,2,0,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,61,3,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,62,2,3,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,63,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,64,3,3,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,65,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,66,2,0,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,67,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,68,2,0,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,69,3,0,0,0,2,Fixation,,,,,,,,,,,,
SV029,L,70,3,3,0,1,3,Fixation,,,,,,,,,,,,
SV029,L,71,2,2,0,1,2,Fixation,,,,,,,,,,,,
SV029,L,72,3,2,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,73,3,2,1,0,2,Fixation,,,,,,,,,,,,
SV029,L,74,2,0,1,1,2,Fixation,,,,,,,,,,,,
SV029,L,75,2,3,0,0,2,Fixation,,,,,,,,,,,,
