subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response
SV022,R,1,2,0,1,0,3
SV022,R,2,2,3,1,1,3
SV022,R,3,3,3,1,0,3
SV022,R,4,2,2,1,1,3
SV022,R,5,2,2,1,1,3
SV022,R,6,3,0,0,1,3
SV022,R,7,2,0,0,1,3
SV022,R,8,3,3,1,0,3
SV022,R,9,2,2,1,0,3
SV022,R,10,2,2,0,0,3
SV022,R,11,2,2,1,1,3
SV022,R,12,3,2,0,0,3
SV022,R,13,3,2,1,0,3
SV022,R,14,3,0,0,1,3
SV022,R,15,2,2,0,0,3
SV022,R,16,3,3,0,0,3
SV022,R,17,2,0,1,1,3
SV022,R,18,3,2,0,0,3
SV022,R,19,2,0,1,0,3
SV022,R,20,3,0,1,0,3
SV022,R,21,2,0,1,1,3
SV022,R,22,3,2,1,0,3
SV022,R,23,2,0,0,0,3
SV022,R,24,2,3,0,0,3
SV022,R,25,2,3,0,0,3
SV022,R,26,2,2,0,1,3
SV022,R,27,2,0,0,0,3
SV022,R,28,3,3,1,0,3
SV022,R,29,3,3,1,0,3
SV022,R,30,3,2,1,1,3
SV022,R,31,2,2,1,0,3
SV022,R,32,3,3,1,1,3
SV022,R,33,3,3,0,1,3
SV022,R,34,2,0,0,1,2
SV022,R,35,3,2,0,1,2
SV022,R,36,3,3,0,0,3
SV022,R,37,3,0,1,0,3
SV022,R,38,2,3,0,0,3
SV022,R,39,2,3,0,0,3
SV022,R,40,2,0,1,1,2
SV022,R,41,2,3,0,1,2
SV022,R,42,2,2,0,0,2
SV022,R,43,3,2,1,0,2
SV022,R,44,2,2,0,0,2
SV022,R,45,3,3,0,0,3
SV022,R,46,2,2,0,0,2
SV022,R,47,2,0,1,0,3
SV022,R,48,2,2,0,1,2
SV022,R,49,2,3,1,0,3
SV022,R,50,2,2,1,1,2
SV022,R,51,3,2,0,1,2
SV022,R,52,3,0,1,0,2
SV022,R,53,2,2,0,0,2
SV022,R,54,3,0,0,1,2
SV022,R,55,2,2,0,1,2
SV022,R,56,2,3,1,1,3
SV022,R,57,3,2,1,0,2
SV022,R,58,3,0,1,0,2
SV022,R,59,2,0,1,0,2
SV022,R,60,3,0,0,0,2
SV022,R,61,2,2,1,1,2
SV022,R,62,3,0,0,1,2
SV022,R,63,3,0,0,1,2
SV022,R,64,3,2,0,0,2
SV022,R,65,2,3,0,1,2
SV022,R,66,3,0,0,0,2
SV022,R,67,3,2,0,0,2
SV022,R,68,2,3,1,0,3
SV022,R,69,2,2,0,0,2
SV022,R,70,3,3,1,1,3
SV022,R,71,3,3,1,1,2
SV022,R,72,3,0,1,1,3
SV022,R,73,3,3,1,0,2
SV022,R,74,2,3,0,1,2
SV022,R,75,2,0,0,0,3
SV022,R,76,3,3,1,0,2
SV022,R,77,3,3,1,1,3
SV022,R,78,2,3,1,0,3
SV022,R,79,2,0,1,1,2
SV022,R,80,3,2,1,0,2
SV022,R,81,3,2,0,1,1
SV022,R,82,3,3,0,1,2
SV022,R,83,2,2,0,1,1
SV022,R,84,2,0,1,0,2
SV022,R,85,3,2,0,1,2
SV022,R,86,3,3,1,1,3
SV022,R,87,3,3,1,0,3
SV022,R,88,3,0,0,1,2
SV022,R,89,2,3,1,0,2
SV022,R,90,2,0,1,1,2
SV022,R,91,2,3,1,1,2
SV022,R,92,3,0,1,1,2
SV022,R,93,2,0,0,0,2
SV022,R,94,3,3,1,1,2
SV022,R,95,3,0,1,0,3
SV022,R,96,3,2,1,0,2
SV022,R,97,2,3,0,1,2
SV022,R,98,2,3,0,1,0
SV022,R,99,2,3,1,0,3
SV022,R,100,3,2,1,1,2
SV022,R,101,2,0,0,0,2
SV022,R,102,3,0,0,0,3
SV022,R,103,3,0,1,0,3
SV022,R,104,3,3,0,1,2
SV022,R,105,2,0,1,1,2
SV022,R,106,2,2,1,0,2
SV022,R,107,3,2,0,0,2
SV022,R,108,2,3,1,0,3
SV022,R,109,3,0,1,1,2
SV022,R,110,3,0,0,1,3
SV022,R,111,2,0,0,0,3
SV022,R,112,3,3,1,1,2
SV022,R,113,2,3,0,0,3
SV022,R,114,3,3,0,1,2
SV022,R,115,3,3,0,0,3
SV022,R,116,2,3,0,0,3
SV022,R,117,2,3,1,0,3
SV022,R,118,2,2,0,1,2
SV022,R,119,2,0,1,1,3
SV022,R,120,2,3,0,1,2
SV022,R,121,2,3,1,1,2
SV022,R,122,3,3,0,0,3
SV022,R,123,3,3,0,0,3
SV022,R,124,3,3,1,1,2
SV022,R,125,2,0,1,0,2
SV022,R,126,3,0,1,1,2
SV022,R,127,2,3,0,0,2
SV022,R,128,3,3,0,0,3
SV022,R,129,2,3,1,1,2
SV022,R,130,3,0,0,0,2
SV022,R,131,2,3,0,1,2
SV022,R,132,2,2,1,0,2
SV022,R,133,3,0,1,0,2
SV022,R,134,3,3,0,1,2
SV022,R,135,3,2,0,1,2
SV022,R,136,2,0,0,1,1
SV022,R,137,2,3,0,1,1
SV022,R,138,2,2,1,1,2
SV022,R,139,3,2,1,1,2
SV022,R,140,3,2,1,1,2
SV022,R,141,3,0,1,0,2
SV022,R,142,2,0,0,0,2
SV022,R,143,3,0,0,1,1
SV022,R,144,2,3,0,1,1
SV022,R,145,2,0,1,1,2
SV022,R,146,2,2,0,0,2
SV022,R,147,3,0,1,1,2
SV022,R,148,3,0,0,0,2
SV022,R,149,3,3,1,0,3
SV022,R,150,3,3,0,1,1
SV022,R,151,2,2,1,1,2
SV022,R,152,2,0,0,1,1
SV022,R,153,3,3,0,1,1
SV022,R,154,3,3,1,0,2
SV022,R,155,2,2,1,0,2
SV022,R,156,3,2,1,0,2
SV022,R,157,2,3,0,1,2
SV022,R,158,2,0,0,1,1
SV022,R,159,2,0,0,1,0
SV022,R,160,3,0,0,0,2
SV022,R,161,2,3,1,0,2
SV022,R,162,3,0,1,1,2
SV022,R,163,2,0,1,0,4
SV022,R,164,3,3,0,1,1
SV022,R,165,3,0,1,1,2
SV022,R,166,3,2,0,1,2
SV022,R,167,3,2,0,0,2
SV022,R,168,2,2,1,0,2
SV022,R,169,3,0,0,0,2
SV022,R,170,3,2,0,0,2
SV022,R,171,2,3,1,1,3
SV022,R,172,2,0,1,0,3
SV022,R,173,2,2,1,0,2
SV022,R,174,3,3,1,1,2
SV022,R,175,3,2,0,1,1
SV022,R,176,3,0,0,0,0
SV022,R,177,3,2,0,1,2
SV022,R,178,2,2,1,1,2
SV022,R,179,3,2,0,0,2
SV022,R,180,3,0,1,1,2
SV022,R,181,2,2,0,1,2
