subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response
SV021,R,1,2,2,0,0,2
SV021,R,2,3,0,0,0,3
SV021,R,3,3,0,1,1,2
SV021,R,4,2,3,0,1,3
SV021,R,5,3,2,1,0,2
SV021,R,6,3,0,0,1,3
SV021,R,7,3,3,1,1,3
SV021,R,8,3,0,1,1,3
SV021,R,9,2,0,0,1,3
SV021,R,10,3,3,1,1,3
SV021,R,11,3,2,0,1,2
SV021,R,12,3,2,0,0,2
SV021,R,13,3,2,1,0,2
SV021,R,14,2,2,1,0,2
SV021,R,15,3,2,1,0,2
SV021,R,16,3,3,0,1,3
SV021,R,17,2,3,1,1,3
SV021,R,18,3,3,0,0,3
SV021,R,19,3,2,0,1,2
SV021,R,20,2,3,0,0,3
SV021,R,21,2,3,1,0,3
SV021,R,22,3,0,0,0,3
SV021,R,23,2,3,1,1,3
SV021,R,24,3,2,1,0,2
SV021,R,25,3,0,0,0,3
SV021,R,26,3,2,0,0,3
SV021,R,27,3,3,0,1,3
SV021,R,28,2,0,1,1,2
SV021,R,29,2,2,1,1,2
SV021,R,30,2,0,1,0,3
SV021,R,31,3,0,1,0,3
SV021,R,32,3,2,1,1,2
SV021,R,33,3,3,1,1,3
SV021,R,34,3,3,1,1,3
SV021,R,35,3,3,0,1,3
SV021,R,36,3,3,0,0,3
SV021,R,37,2,2,1,0,2
SV021,R,38,2,0,1,1,1
SV021,R,39,3,0,0,1,2
SV021,R,40,3,2,1,1,2
SV021,R,41,2,0,1,0,2
SV021,R,42,2,0,1,1,1
SV021,R,43,2,0,1,0,2
SV021,R,44,3,2,0,1,3
SV021,R,45,2,0,1,0,2
SV021,R,46,3,2,0,0,3
SV021,R,47,3,3,1,0,3
SV021,R,48,3,0,0,1,3
SV021,R,49,3,3,1,0,3
SV021,R,50,3,3,0,0,3
SV021,R,51,3,3,1,1,3
SV021,R,52,2,2,1,0,2
SV021,R,53,2,3,1,1,3
SV021,R,54,3,2,1,1,2
SV021,R,55,3,3,0,0,3
SV021,R,56,2,0,0,1,3
SV021,R,57,2,2,1,0,2
SV021,R,58,3,0,1,1,2
SV021,R,59,3,3,0,1,3
SV021,R,60,3,2,0,1,2
SV021,R,61,3,3,0,0,3
SV021,R,62,3,3,1,1,3
SV021,R,63,3,0,0,0,3
SV021,R,64,2,2,0,1,2
SV021,R,65,2,3,1,1,3
SV021,R,66,2,3,0,0,3
SV021,R,67,3,0,0,0,3
SV021,R,68,2,3,0,1,3
SV021,R,69,2,0,0,0,3
SV021,R,70,2,3,1,1,3
SV021,R,71,2,3,0,1,3
SV021,R,72,3,0,0,1,3
SV021,R,73,3,3,1,1,3
SV021,R,74,3,3,1,0,3
SV021,R,75,3,0,1,0,3
SV021,R,76,3,2,0,0,2
SV021,R,77,3,3,0,1,3
SV021,R,78,3,2,0,0,3
SV021,R,79,2,0,1,0,3
SV021,R,80,2,2,0,1,2
SV021,R,81,3,2,1,0,2
SV021,R,82,2,0,0,1,3
SV021,R,83,3,3,0,0,3
SV021,R,84,3,2,1,0,2
SV021,R,85,3,0,0,0,3
SV021,R,86,2,3,1,1,3
SV021,R,87,3,3,1,0,3
SV021,R,88,2,3,0,1,3
SV021,R,89,3,0,1,0,3
SV021,R,90,3,2,1,1,2
SV021,R,91,2,3,1,1,3
SV021,R,92,2,0,0,1,1
SV021,R,93,2,2,0,1,2
SV021,R,94,2,2,1,1,2
SV021,R,95,2,2,0,1,2
SV021,R,96,2,0,0,1,1
SV021,R,97,3,2,0,1,2
SV021,R,98,2,0,1,1,2
SV021,R,99,2,3,1,0,3
SV021,R,100,3,0,1,0,3
SV021,R,101,3,2,0,1,2
SV021,R,102,2,2,0,1,3
SV021,R,103,2,3,0,1,3
SV021,R,104,2,0,1,0,3
SV021,R,105,3,3,0,0,3
SV021,R,106,2,2,0,1,3
SV021,R,107,2,0,0,1,3
SV021,R,108,3,2,1,1,2
SV021,R,109,3,0,1,0,3
SV021,R,110,2,2,1,1,2
SV021,R,111,3,3,0,0,3
SV021,R,112,3,2,1,0,2
SV021,R,113,3,3,1,0,3
SV021,R,114,3,3,0,0,3
SV021,R,115,2,0,0,0,3
SV021,R,116,3,0,1,1,2
SV021,R,117,2,0,1,1,3
SV021,R,118,3,0,1,1,2
SV021,R,119,3,0,1,1,3
SV021,R,120,2,3,1,0,3
SV021,R,121,2,0,1,0,2
SV021,R,122,2,0,0,0,3
SV021,R,123,3,3,1,1,3
SV021,R,124,3,3,0,1,3
SV021,R,125,2,0,1,0,3
SV021,R,126,2,2,1,1,2
SV021,R,127,3,3,1,0,3
SV021,R,128,2,0,1,1,3
SV021,R,129,2,0,1,1,3
SV021,R,130,2,3,0,0,3
SV021,R,131,2,2,1,1,2
SV021,R,132,2,2,1,0,2
SV021,R,133,3,0,1,1,3
SV021,R,134,3,0,1,1,3
SV021,R,135,3,3,1,0,3
SV021,R,136,3,0,1,1,3
SV021,R,137,3,0,1,0,3
SV021,R,138,2,0,1,0,3
SV021,R,139,3,2,0,0,2
SV021,R,140,3,3,0,1,3
SV021,R,141,3,0,0,1,3
SV021,R,142,2,3,0,0,3
SV021,R,143,2,3,0,0,3
SV021,R,144,2,0,0,0,3
SV021,R,145,2,0,0,0,3
SV021,R,146,2,3,0,0,3
SV021,R,147,2,2,1,1,2
SV021,R,148,2,3,1,0,3
SV021,R,149,3,0,0,0,3
SV021,R,150,2,0,0,0,2
SV021,R,151,3,0,1,1,3
