subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response
SV024,L,1,3,3,1,1,3
SV024,L,2,2,3,0,0,3
SV024,L,3,3,3,0,1,3
SV024,L,4,2,2,0,1,2
SV024,L,5,2,0,0,1,3
SV024,L,6,2,0,1,1,2
SV024,L,7,3,0,0,1,2
SV024,L,8,2,0,0,1,3
SV024,L,9,3,2,0,1,2
SV024,L,10,2,2,0,0,2
SV024,L,11,3,2,0,1,2
SV024,L,12,2,0,0,0,3
SV024,L,13,3,2,1,1,2
SV024,L,14,2,2,0,0,2
SV024,L,15,3,0,1,0,3
SV024,L,16,2,0,0,0,3
SV024,L,17,3,0,1,1,2
SV024,L,18,3,3,0,1,2
SV024,L,19,2,2,0,1,2
SV024,L,20,2,3,1,1,3
SV024,L,21,3,0,1,1,2
SV024,L,22,3,3,0,0,3
SV024,L,23,3,0,0,1,3
SV024,L,24,3,2,0,0,2
SV024,L,25,2,0,0,1,2
SV024,L,26,3,0,1,1,2
SV024,L,27,2,3,1,1,2
SV024,L,28,2,3,0,0,2
SV024,L,29,3,0,0,1,2
SV024,L,30,3,0,1,1,2
SV024,L,31,2,2,1,0,2
SV024,L,32,2,0,1,1,2
SV024,L,33,3,2,1,1,2
SV024,L,34,3,3,1,1,3
SV024,L,35,2,3,1,0,2
SV024,L,36,2,0,0,0,2
SV024,L,37,2,2,1,1,2
SV024,L,38,2,2,0,0,2
SV024,L,39,2,3,0,1,2
SV024,L,40,2,3,0,0,3
SV024,L,41,3,2,0,1,2
SV024,L,42,3,2,0,0,2
SV024,L,43,2,3,1,1,2
SV024,L,44,3,0,1,1,2
SV024,L,45,3,3,1,0,3
SV024,L,46,3,2,1,1,2
SV024,L,47,3,2,0,0,2
SV024,L,48,2,3,0,1,3
SV024,L,49,3,0,1,0,3
SV024,L,50,3,3,0,0,3
SV024,L,51,2,2,1,0,2
SV024,L,52,3,0,0,0,3
SV024,L,53,3,0,0,0,3
SV024,L,54,2,3,0,1,3
SV024,L,55,3,0,0,0,3
SV024,L,56,3,3,0,0,3
SV024,L,57,2,2,0,0,2
SV024,L,58,3,0,0,0,3
SV024,L,59,3,3,0,1,2
SV024,L,60,3,3,1,1,2
SV024,L,61,3,3,1,1,3
SV024,L,62,3,0,0,1,2
SV024,L,63,2,2,1,0,2
SV024,L,64,2,3,1,0,2
SV024,L,65,2,3,1,0,2
SV024,L,66,2,2,1,0,2
SV024,L,67,2,0,1,0,2
SV024,L,68,3,0,0,0,2
SV024,L,69,3,3,1,1,2
SV024,L,70,3,0,0,0,3
SV024,L,71,2,2,0,0,2
SV024,L,72,3,2,1,1,2
SV024,L,73,2,3,0,1,2
SV024,L,74,2,3,0,1,2
SV024,L,75,2,0,1,1,2
SV024,L,76,2,2,1,0,2
SV024,L,77,3,2,1,0,2
SV024,L,78,3,3,0,0,3
SV024,L,79,3,2,0,0,3
SV024,L,80,3,0,1,0,2
SV024,L,81,3,2,0,0,2
SV024,L,82,2,0,0,0,2
SV024,L,83,2,2,0,1,3
SV024,L,84,3,0,0,0,3
SV024,L,85,2,0,0,0,2
SV024,L,86,3,0,0,1,2
SV024,L,87,2,0,0,1,2
SV024,L,88,2,0,1,0,3
SV024,L,89,3,0,1,0,3
SV024,L,90,3,2,1,1,2
SV024,L,91,2,3,1,0,2
SV024,L,92,3,0,0,1,3
SV024,L,93,3,0,1,0,3
SV024,L,94,3,3,0,1,2
SV024,L,95,3,0,1,0,2
SV024,L,96,2,2,1,0,2
SV024,L,97,2,3,0,1,2
SV024,L,98,3,3,0,1,3
SV024,L,99,2,0,1,1,2
SV024,L,100,3,2,1,1,2
SV024,L,101,3,0,1,1,2
SV024,L,102,3,2,0,1,2
