subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response
SV030,R,1,2,2,0,0,2
SV030,R,2,2,2,1,0,2
SV030,R,3,3,2,0,1,2
SV030,R,4,3,3,0,0,3
SV030,R,5,2,0,1,1,2
SV030,R,6,2,3,1,1,3
SV030,R,7,2,3,1,1,3
SV030,R,8,3,3,0,1,3
SV030,R,9,2,3,1,1,2
SV030,R,10,3,0,1,1,2
SV030,R,11,2,0,1,0,2
SV030,R,12,3,0,0,1,2
SV030,R,13,2,3,1,0,2
SV030,R,14,3,0,1,1,2
SV030,R,15,2,0,0,0,2
SV030,R,16,3,3,0,1,3
SV030,R,17,2,3,0,0,2
SV030,R,18,2,3,0,0,2
SV030,R,19,3,3,0,0,3
SV030,R,20,3,2,1,1,2
SV030,R,21,2,0,1,1,2
SV030,R,22,2,3,0,0,2
SV030,R,23,3,2,0,0,2
SV030,R,24,3,3,1,1,3
SV030,R,25,3,0,0,0,3
SV030,R,26,2,3,0,1,2
SV030,R,27,3,3,1,1,3
SV030,R,28,2,2,1,0,2
SV030,R,29,3,3,1,1,3
SV030,R,30,2,3,0,0,2
SV030,R,31,2,0,0,1,2
SV030,R,32,3,0,1,1,2
SV030,R,33,2,2,0,0,2
SV030,R,34,2,2,0,1,2
SV030,R,35,2,3,0,0,2
SV030,R,36,2,0,1,0,2
SV030,R,37,2,2,0,1,2
SV030,R,38,2,2,1,0,2
SV030,R,39,3,0,0,1,2
SV030,R,40,3,0,1,0,3
SV030,R,41,2,2,1,1,2
SV030,R,42,2,3,0,0,2
SV030,R,43,3,2,0,1,2
SV030,R,44,3,0,1,1,2
SV030,R,45,3,0,1,0,3
SV030,R,46,2,2,1,1,2
SV030,R,47,3,3,0,1,3
SV030,R,48,3,2,1,0,2
SV030,R,49,2,0,1,0,2
SV030,R,50,3,3,1,0,3
SV030,R,51,3,3,0,0,3
SV030,R,52,2,2,0,1,2
SV030,R,53,3,3,1,0,3
SV030,R,54,3,2,1,0,2
SV030,R,55,2,0,0,0,2
SV030,R,56,3,3,1,0,3
SV030,R,57,3,0,0,0,3
SV030,R,58,3,2,0,1,2
SV030,R,59,3,2,0,0,2
SV030,R,60,3,2,1,1,2
SV030,R,61,3,2,1,1,2
SV030,R,62,3,3,1,1,3
SV030,R,63,2,0,0,1,2
SV030,R,64,2,2,1,0,2
SV030,R,65,2,2,0,1,2
SV030,R,66,2,0,0,1,2
SV030,R,67,2,3,0,1,3
SV030,R,68,3,3,0,0,3
